Gene.symbol	Gene.ID	adj.P.Val	P.Value	logFC
INPP4B	8821	0.309657913404807	0.186728599489314	-0.31921624955983
UBXN1	51035	0.309875725285623	0.186873849858107	-0.147884538692308
ARHGEF4	50649	0.3099249670116	0.186917454187896	0.0202283137136745
ATP2B4	493	0.310038419247654	0.186999791531143	-0.281188048384616
PDLIM4	8572	0.310041773946227	0.18701572874439	0.0371791294145294
MMP15	4324	0.310209064792143	0.187130559122918	0.0239803255726501
EML2	24139	0.310228397271664	0.187181743814274	0.0800939061153843
LINC01136	730227	0.310228397271664	0.187182051475379	0.048571867850427
CCL15-CCL14///CCL14	348249///6358	0.310228397271664	0.187189464150521	-0.156644695311966
CSRP2	1466	0.310228397271664	0.187207368474745	0.127710431230769
GRIA3	2892	0.310228397271664	0.187215559657836	0.0764564104529906
TM4SF20	79853	0.310228397271664	0.187225754454487	0.051502936568375
IGFBP5	3488	0.310379153806113	0.187339378253566	0.107690195188033
NDUFB1	4707	0.310379153806113	0.187354418277508	-0.134283433277776
ASB4	51666	0.310379153806113	0.187358524339004	0.0671285077863248
RPL21P28///SNORA27///SNORD102///RPL21	100131205///619499///26771///6144	0.310401697689714	0.187397832987142	0.214623769491451
HOXD13	3239	0.310401697689714	0.187399992775646	0.0707604604658112
SSPN	8082	0.310442541806835	0.187465448615326	0.025923092662393
SLC2A3	6515	0.310442541806835	0.187469088896638	0.425565924145296
CDC14A	8556	0.310442541806835	0.187476699374208	0.23592709026923
LHCGR	3973	0.310442541806835	0.187480378992711	0.138059738136753
POLQ	10721	0.31048499787765	0.187519952494611	-0.251206404542736
GTF3A	2971	0.310503151279233	0.187544850920756	-0.179216637521373
SOSTDC1	25928	0.310568473556501	0.187598243237917	0.0322074038205136
DBF4B	80174	0.310628776488329	0.187658635253539	0.0474918808974345
FLAD1	80308	0.310628776488329	0.187662549436157	-0.134099297987182
HS3ST1	9957	0.310693312170333	0.187715480938348	0.0238182980042727
TCERG1	10915	0.310866301661008	0.187833948999857	-0.236603087918805
DCT	1638	0.310876146432886	0.187880481143721	0.0423538816025646
PKNOX1	5316	0.310876146432886	0.187884697623965	0.249194758735042
SLC1A4	6509	0.310876146432886	0.187891058828735	-0.37905956951282
BRAP	8315	0.310876146432886	0.187895702560612	-0.144936985534188
ETV1	2115	0.310882874213087	0.187913720449494	0.0430962469102565
DLGAP2	9228	0.311064507635763	0.188037468826178	0.0253370899658116
IDH3A	3419	0.311102266063565	0.188074255088735	0.249054319923077
HRH4	59340	0.311114369500449	0.188095572860168	0.0269010821025648
SGSM2	9905	0.311114369500449	0.188109496040908	-0.151938357235045
SV2B	9899	0.311133272563858	0.188134888234323	0.202239752038461
TBC1D22A	25771	0.311139889259129	0.188152852298468	0.0975096778803408
SYNC	81493	0.311251286108889	0.188235425211632	0.0642179356581192
PAK1IP1	55003	0.311251286108889	0.18824815253285	0.18959124561966
SULT2B1	6820	0.311286486823125	0.188283411991298	0.0466729255726492
GLI2	2736	0.311343627328997	0.188331946002224	0.074799055581197
MGC40069///TRAC///TRAJ17///TRAV20///TRDV2///YME1L1	348035///28755///28738///28663///28517///10730	0.311510552245021	0.18844689872382	0.10623399734188
		0.311593657679539	0.188517146531826	0.0719903911965822
VENTX	27287	0.311593657679539	0.18853805638963	0.102211845688034
NPY2R	4887	0.311593657679539	0.188539123389724	0.0333174975512827
PYGO1	26108	0.311647699247231	0.18858580876227	0.0425492862008539
ANP32A	8125	0.31168168264992	0.188629666741191	0.251570018448716
CHRNB3	1142	0.31168168264992	0.188638206155854	0.0247279263162397
ZC3HAV1	56829	0.31168168264992	0.188648335228626	-0.215283451820515
		0.311778029030927	0.188720641545983	0.0649601281709398
PDGFRA	5156	0.3118704014949	0.188790550902693	0.0532578469401699
SLCO2B1	11309	0.311891816255523	0.188829206395033	0.124197325581195
MMP12	4321	0.311891816255523	0.188831508015225	0.0297265262478628
		0.311899011306987	0.18885623202305	0.0406466508803414
ZFP36L1	677	0.311899011306987	0.18886385852736	-0.72836242340171
MAP7D3	79649	0.3120178982355	0.188963892527884	-0.0847835794059861
FER1L4	80307	0.3120178982355	0.188966378825	0.0874635069230774
GH1///CSHL1///CSH1	2688///1444///1442	0.3120178982355	0.188985925857734	0.0259904000341882
ARSE	415	0.3120178982355	0.188997751199905	0.0366596428290595
IFI27	3429	0.3120178982355	0.189005860538652	0.0749971735470085
POU2AF1	5450	0.312091004684326	0.189064150798084	-0.427349983226494
		0.312101126615479	0.189084288888793	0.033435930115385
GSG1	83445	0.312180729270853	0.189146525417843	0.0303559068376069
NIPAL3	57185	0.312330120074235	0.189251056017696	0.0552816784700854
C9	735	0.312338934586087	0.189270413935105	0.0439152966581196
UBE2E3	10477	0.312359266248225	0.189308394784699	-0.325515922914533
GRPR	2925	0.312359266248225	0.189323878791625	0.0752271798888882
SERPINB13	5275	0.312359266248225	0.189324787952633	0.121251732470085
PRKCI	5584	0.312443432558826	0.18938982379267	-0.290267115418805
SPCS1	28972	0.312506410589288	0.189442022808424	0.14986170084615
		0.312590683560818	0.189507137469061	0.0925608480512818
ZNF214	7761	0.312692490351684	0.189597054238622	0.0604222295042733
NSDHL	50814	0.312692490351684	0.189622189268764	-0.144715525940173
KLHDC10	23008	0.312692490351684	0.189628629257906	-0.232865325670939
IL21	59067	0.312692490351684	0.189634855119829	0.0393348065897441
SPG20	23111	0.312692490351684	0.189639021433948	0.130138021824787
		0.312827922450459	0.189749381498514	0.0283007033760687
CFAP74	85452	0.312827922450459	0.189762315681939	0.0742869769059817
KCNJ15	3772	0.312827922450459	0.189763418413121	0.15750837365812
RPS6KA6	27330	0.312827922450459	0.189777312555998	0.0800995155384614
ADCY9	115	0.31288620608255	0.189826711844455	0.255098752931623
MYT1	4661	0.312892176615006	0.189844375884525	0.0589216313589747
		0.313026700045531	0.18994004448753	0.0425798592264952
SRSF11	9295	0.313029610592718	0.189955858476629	0.415967847132479
PCSK2	5126	0.313066925544594	0.189992551906814	0.0283305577051278
ITIH4	3700	0.313181804971381	0.190083186882626	0.12403572808547
ALDH3B2	222	0.313181804971381	0.190090378864512	0.0459247272649574
COL8A1	1295	0.313225429967952	0.190130914407688	0.0520480278034183
DKKL1	27120	0.313264413894271	0.19016863648287	0.0291741852521361
		0.313381495923502	0.19025377538272	0.0580750972692305
MAGEA1	4100	0.313382681682708	0.19026855901294	0.0273185019230757
JUND	3727	0.313493366860053	0.190349829628708	-0.414177125047007
		0.313501197975174	0.190368653673297	0.0495724412777778
TAF6L	10629	0.313508922720424	0.190387413824565	0.0396839616538456
CNN2	1265	0.313512228472063	0.190403490908425	0.241770918581196
LOC101928826///TPT1	101928826///7178	0.313544891755139	0.190463339262653	0.068401390213678
MYOT	9499	0.313544891755139	0.190463498946737	0.0279854587350408
VPS33A	65082	0.313544891755139	0.190465541210679	0.0657856549316231
NR0B2	8431	0.313693579523027	0.190569940582651	0.0299592069615384
SLC25A12	8604	0.313698103698049	0.19058676694629	-0.179447604999999
CYP1A1	1543	0.3138840835632	0.190724574826089	0.0296232949572648
IL4	3565	0.3138840835632	0.190727931223162	0.0435546941709402
LDB3	11155	0.314013708802444	0.190820788533586	0.0518717308675201
HLA-DPB1	3115	0.314021579288378	0.190839663722264	-0.517686973747862
LOC100996693///SPEG	100996693///10290	0.314028402939864	0.190857903379912	0.0376365125769227
IDE	3416	0.314190671101097	0.190970625561785	0.202666045008546
EPB41L1	2036	0.314311265254716	0.191063815728537	0.0350058104743582
CD99	4267	0.314311265254716	0.191072135670259	0.33553079808547
ATP6V1D	51382	0.314336428141569	0.191109013229355	-0.299965737376072
URB2	9816	0.314336428141569	0.191115645490373	-0.091698647282052
PROC	5624	0.314359472509861	0.191143763992106	0.0595052727905983
USO1	8615	0.314495545096851	0.191240615539305	-0.194785514017094
TNFRSF11A	8792	0.31454151969412	0.191282687850605	0.129494762106837
VANGL1	81839	0.314687728584408	0.191385724443562	-0.433408171183761
		0.314723165864758	0.191433813187402	0.0563771922179495
RCE1	9986	0.314723165864758	0.191435524396667	0.0581353202307682
FMO1	2326	0.314800454759673	0.191519194873918	0.0365596921410254
PAX8	7849	0.314800454759673	0.19152285861021	0.027945003004274
ESR1	2099	0.314800454759673	0.191524918780097	0.17064992073077
KLHL26	55295	0.314827539252578	0.191555525610845	0.121918776141025
ALPPL2///ALPP	251///250	0.315015150572458	0.19168381396634	0.0925688829145295
PARVA	55742	0.315035755169866	0.191710489615554	0.0924533849358968
KIR2DL3	3804	0.315091600137093	0.191758613717144	0.158080577132479
N4BP2L1	90634	0.315104802698435	0.191780789579328	0.0345877698931618
GPX3	2878	0.315128060939635	0.191809087220045	0.176381940880341
SLC26A4	5172	0.315171334907107	0.191857160407391	0.115406471452991
CCDC40	55036	0.315171334907107	0.191863714850554	0.0347841407649572
MDM2	4193	0.315380949842631	0.192007236551354	0.0308700520555556
RECK	8434	0.315380949842631	0.192019626913565	0.0727957063162394
KMO	8564	0.315399794164419	0.192045254553823	0.222509776076923
DLG1	1739	0.315470675141235	0.192102571062757	0.0265043574017088
ADAMTS2	9509	0.315490344602044	0.192128706917818	0.33197237792735
C16orf58	64755	0.31552516538489	0.192173607653781	-0.163600777897435
RYR2	6262	0.31552516538489	0.192178232042532	0.0624574267649565
ASIC2	40	0.315526430786785	0.192193162728045	0.0395731898675216
LAMA1	284217	0.3155778984222	0.192238674917334	0.035454017222222
STX12	23673	0.31566728085559	0.192307289755178	0.335621560256411
DST	667	0.315718836648563	0.192352866595202	0.100634957076922
ZNF839	55778	0.315752011722229	0.192387248716632	-0.115505052393165
SLC26A3	1811	0.315772897009193	0.192414145114698	0.0483008232905981
CRYBA2	1412	0.315798297759759	0.192443795058106	0.021816985213676
		0.315930068424511	0.192538272638552	0.205682490564099
GUCA1B	2979	0.31594804002683	0.192563404012224	0.0449062431324783
STK17A	9263	0.316015890403133	0.192618939256624	0.0386311545769216
FAM3A	60343	0.316021748260999	0.19263669194584	-0.13305784936325
ZHX3	23051	0.316087465917117	0.192722813185412	0.0432644987008555
ZNF639	51193	0.316087465917117	0.192725188143452	0.128170140846152
USH1C	10083	0.316087465917117	0.192734219886805	0.0295837135598291
PCDHGA3	56112	0.316087465917117	0.192746610140788	0.047792058837606
LOC101060835///HLA-DQB1	101060835///3119	0.316087465917117	0.19274767701305	-0.539413105602567
DOCK9	23348	0.316147009294736	0.192802266447818	0.047185422948717
GRIN2A	2903	0.316147009294736	0.192812361724878	0.0233347411666669
MAP1B	4131	0.31615526126741	0.192831582636331	0.036649981141025
DMRT1	1761	0.316279892945427	0.19292179261833	0.0524691704230769
ZNF235	9310	0.316544768717555	0.193099286766954	-0.0494181285170949
CLCNKB	1188	0.316544768717555	0.193111770674794	0.0196967622991455
LINC01482	101928104	0.316545954137535	0.193126699569168	0.0216633406111111
SLC35A3	23443	0.316568276071128	0.193170040669141	0.154940371354698
UBE2K	3093	0.316568276071128	0.19317578141855	0.16468754295299
SNORD54///RPS20	26795///6224	0.316568276071128	0.193182938473957	-0.190445186782052
CBFA2T2	9139	0.316604852134196	0.193219467045413	0.0200973540940166
PTGDR	5729	0.316801704910708	0.193353820705723	0.0602039916923078
NMT2	9397	0.316853519430075	0.193400978127816	0.118009127264957
		0.316853519430075	0.193413883735937	0.0396252832094013
L1CAM	3897	0.316882531844822	0.193445814328641	0.0768376019914521
SPAG7	9552	0.316902510907674	0.193486867229781	-0.132947954675215
REPIN1	29803	0.316902510907674	0.193491977531806	-0.193982980367526
SLC17A6	57084	0.316902510907674	0.193504433198229	0.0314457748589754
		0.316902510907674	0.193514897721165	0.0398797362008541
PBLD	64081	0.316940884927589	0.193552554058908	0.0809625821965803
IL36G	56300	0.316949718518354	0.193572172477507	0.0280017835341884
CACNG2	10369	0.31700352511004	0.193627034867781	0.0391987477179483
GPRC5A	9052	0.31700352511004	0.193633486526624	0.0215727087905981
GRIK5	2901	0.317071682974491	0.193689348321535	-0.215499461628205
PSMD5	5711	0.317185838177684	0.193773316659014	0.0841769693205126
CDKN1C	1028	0.317186357802991	0.193792239731545	0.0213847841324788
DESI2	51029	0.317186357802991	0.193802103015201	-0.266800822470086
NCOR2	9612	0.317465429248054	0.193986863736548	0.0395061905598291
		0.317473638827693	0.194006127537436	0.0693043472222206
		0.317580108918059	0.194085442859854	0.176364904115384
NR3C1	2908	0.317615328203792	0.194121220428463	0.242983404692307
POLR3C	10623	0.317706538519482	0.194191224459694	-0.146867619329059
MAP4	4134	0.317909750340421	0.194329700192383	0.135511439316239
HMGCS2	3158	0.317970579418533	0.194381153024245	0.070905862132479
		0.318001738510061	0.194424378530915	0.0489916990555561
TAF1	6872	0.318001738510061	0.194428743233006	0.100742127405982
WIF1	11197	0.318028671881009	0.194471548426924	0.0781157887478621
LOC101930075///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1	101930075///101059953///101059938///100288332///642799///642778///339044///9284	0.318028671881009	0.194477893191552	-0.255929529636754
EIF1B	10289	0.318028671881009	0.194488027272921	0.150398895948719
MFAP5	8076	0.318043133544867	0.194523393153135	0.063161815316239
KDM5D	8284	0.318043133544867	0.194525417003231	-0.957633719910257
GULP1	51454	0.318096786360385	0.194572508104476	0.0824801069059826
CFTR	1080	0.318254633269747	0.194683341834579	0.0623864601495727
TLDC1	57707	0.318293203092907	0.194721219968698	0.02373314368376
ARL4C	10123	0.318307575973025	0.194747730620084	0.0297266904444444
MICAL1	64780	0.318307575973025	0.194769132920363	0.347605650025638
CTSE	1510	0.318307575973025	0.194775739082161	0.117184797987179
PML	5371	0.318307575973025	0.194787151908099	-0.163126161572649
DCAF1	9730	0.31831914986164	0.194808519798195	0.0876569856538456
PDLIM5	10611	0.318469876298224	0.194915055107265	0.154925583038459
TTPA	7274	0.318494383619007	0.194944347627323	0.0502732402777775
ZNF174	7727	0.318528565027301	0.194979564105928	0.0569145239829063
PTPRR	5801	0.318578825074798	0.195024626524495	0.0346658522478624
IBA57	200205	0.318593218228969	0.195071782506514	0.121431225739315
POLR2K	5440	0.318593218228969	0.195085182016444	0.253256599042734
ESR1	2099	0.318593218228969	0.195107041279972	0.0229755988589737
NOP10	55505	0.318593218228969	0.195111566131013	-0.142038766692304
FAM214B	80256	0.318593218228969	0.195114033779277	0.19872785267094
MTRF1L	54516	0.318593218228969	0.195119223137402	0.11049750217521
LAMTOR5	10542	0.318600490415616	0.195137974832488	0.11428640074786
MFSD13A	79847	0.318604031424868	0.195154441723198	0.175299943871796
HSPE1-MOB4///MOB4	100529241///25843	0.31862340786826	0.195184327056599	0.20064797684188
LOC100130741	100130741	0.31862340786826	0.195194908262335	0.0308483179658117
GDAP1	54332	0.318649701755798	0.195231188394476	0.0391371977435901
HSF2BP	11077	0.318649701755798	0.195242705667735	0.0825783129871791
CNTN5	53942	0.318649701755798	0.195253916787401	0.0610031805726496
DCX	1641	0.319017919289664	0.195493860247739	0.0335747915170943
HYAL2	8692	0.31905736363175	0.195532350121401	0.105000579021367
FPR2	2358	0.319079847046193	0.195560448373642	0.261294011333333
GRIK3	2899	0.319214323221931	0.195657192773196	0.0354153102136752
ELOVL5	60481	0.319224379293934	0.195685617100249	0.11699932998718
APLP2	334	0.319224379293934	0.195692008309255	0.234896891893163
CASP6	839	0.319597234807789	0.195934920105426	-0.190499437192308
JTB	10899	0.319650190939748	0.195981730853962	0.129228016705126
AGFG2	3268	0.319705588981547	0.196039260293397	0.0340982247777775
AKAP4	8852	0.319705588981547	0.196051878117038	0.0681569817905978
ZNF160	90338	0.319705588981547	0.196058738654258	0.216562325747864
PQBP1	10084	0.319843471642926	0.196170557206482	-0.225544010341881
ZNF175	7728	0.319843471642926	0.196172002286221	-0.111451704769232
SMPD2	6610	0.319913539905838	0.196229334624287	-0.0669476174017083
GKN1	56287	0.319958917290138	0.196271527192878	0.0463102348119646
RBP3	5949	0.320170643499343	0.196415774206167	0.0561771593205114
TMEM87A	25963	0.320280925041328	0.196497802191805	0.222878790982904
ACADL	33	0.320362032109647	0.196564596788028	0.0416380376495722
THBS1	7057	0.320362032109647	0.196576316700408	0.0685303375811959
PHF20	51230	0.320396680903192	0.196611955960609	-0.113651272025642
SYNJ2	8871	0.320401257727226	0.196633586038633	0.0365092420555548
TYRP1	7306	0.320401257727226	0.196643521997825	0.0281671141196584
HFE	3077	0.320426948953103	0.196673669650926	0.0448770530897442
LSS	4047	0.320438703244015	0.196704006853189	0.131319657905983
CUL7	9820	0.320438703244015	0.196709645096032	-0.0963756205256425
SH3GL3	6457	0.3204816176167	0.196750371538682	0.112676074491453
		0.320607536666532	0.196842063866392	0.115048090478632
FMO3	2328	0.32074045741946	0.196938066616391	0.0287534311410247
ACAA2	10449	0.320767445947275	0.196969033025022	-0.106111259384616
SUN1	23353	0.320817752501907	0.197023730471681	-0.331137553128204
SEMA4G	57715	0.320817752501907	0.197033056379312	0.0727258113632474
HCRTR2	3062	0.320817752501907	0.197043116310241	0.0382143350769231
SLC12A5	57468	0.320869959554838	0.197089581134814	0.143510029547009
FAP	2191	0.320997490795898	0.197182320783299	0.0752447209829055
FRMPD4	9758	0.321019731431403	0.197210389245814	0.0493221438205125
PPA1	5464	0.321167873249936	0.197331529572667	-0.237606430598293
PITX1	5307	0.321167873249936	0.197350127369207	0.0225275267435894
TCF7L2	6934	0.321167873249936	0.197364566117997	0.547354509418802
SF3B1	23451	0.321167873249936	0.197365111900464	0.126248797854698
MADD	8567	0.321167873249936	0.197381152841147	-0.131460952542735
